REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_FIPS_CODE,FAC_EPA_REGION,FAC_INDIAN_CNTRY_FLG,FAC_FEDERAL_FLG,FAC_US_MEX_BORDER_FLG,FAC_CHESAPEAKE_BAY_FLG,FAC_NAA_FLAG,FAC_LAT,FAC_LONG,FAC_MAP_ICON,FAC_COLLECTION_METHOD,FAC_REFERENCE_POINT,FAC_ACCURACY_METERS,FAC_DERIVED_TRIBES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_STCTY_FIPS,FAC_DERIVED_ZIP,FAC_DERIVED_CD113,FAC_DERIVED_CB2010,FAC_PERCENT_MINORITY,FAC_POP_DEN,FAC_MAJOR_FLAG,FAC_ACTIVE_FLAG,FAC_MYRTK_UNIVERSE,FAC_INSPECTION_COUNT,FAC_DATE_LAST_INSPECTION,FAC_DAYS_LAST_INSPECTION,FAC_INFORMAL_COUNT,FAC_DATE_LAST_INFORMAL_ACTION,FAC_FORMAL_ACTION_COUNT,FAC_DATE_LAST_FORMAL_ACTION,FAC_TOTAL_PENALTIES,FAC_PENALTY_COUNT,FAC_DATE_LAST_PENALTY,FAC_LAST_PENALTY_AMT,FAC_QTRS_WITH_NC,FAC_PROGRAMS_WITH_SNC,FAC_COMPLIANCE_STATUS,FAC_SNC_FLG,FAC_3YR_COMPLIANCE_HISTORY,AIR_FLAG,NPDES_FLAG,SDWIS_FLAG,RCRA_FLAG,TRI_FLAG,GHG_FLAG,AIR_IDS,CAA_PERMIT_TYPES,CAA_NAICS,CAA_SICS,CAA_EVALUATION_COUNT,CAA_DAYS_LAST_EVALUATION,CAA_INFORMAL_COUNT,CAA_FORMAL_ACTION_COUNT,CAA_DATE_LAST_FORMAL_ACTION,CAA_PENALTIES,CAA_LAST_PENALTY_DATE,CAA_LAST_PENALTY_AMT,CAA_QTRS_WITH_NC,CAA_COMPLIANCE_STATUS,CAA_HPV_FLAG,CAA_3YR_COMPL_QTRS_HISTORY,NPDES_IDS,CWA_PERMIT_TYPES,CWA_COMPLIANCE_TRACKING,CWA_NAICS,CWA_SICS,CWA_INSPECTION_COUNT,CWA_DAYS_LAST_INSPECTION,CWA_INFORMAL_COUNT,CWA_FORMAL_ACTION_COUNT,CWA_DATE_LAST_FORMAL_ACTION,CWA_PENALTIES,CWA_LAST_PENALTY_DATE,CWA_LAST_PENALTY_AMT,CWA_QTRS_WITH_NC,CWA_COMPLIANCE_STATUS,CWA_SNC_FLAG,CWA_13QTRS_COMPL_HISTORY,CWA_13QTRS_EFFLNT_EXCEEDANCES,CWA_3_YR_QNCR_CODES,RCRA_IDS,RCRA_PERMIT_TYPES,RCRA_NAICS,RCRA_INSPECTION_COUNT,RCRA_DAYS_LAST_EVALUATION,RCRA_INFORMAL_COUNT,RCRA_FORMAL_ACTION_COUNT,RCRA_DATE_LAST_FORMAL_ACTION,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_PENALTY_AMT,RCRA_QTRS_WITH_NC,RCRA_COMPLIANCE_STATUS,RCRA_SNC_FLAG,RCRA_3YR_COMPL_QTRS_HISTORY,SDWA_IDS,SDWA_SYSTEM_TYPES,SDWA_INFORMAL_COUNT,SDWA_FORMAL_ACTION_COUNT,SDWA_COMPLIANCE_STATUS,SDWA_SNC_FLAG,TRI_IDS,TRI_RELEASES_TRANSFERS,TRI_ON_SITE_RELEASES,TRI_OFF_SITE_TRANSFERS,TRI_REPORTER_IN_PAST,FEC_CASE_IDS,FEC_NUMBER_OF_CASES,FEC_LAST_CASE_DATE,FEC_TOTAL_PENALTIES,GHG_IDS,GHG_CO2_RELEASES,DFR_URL,FAC_SIC_CODES,FAC_NAICS_CODES,FAC_DATE_LAST_INSPECTION_EPA,FAC_DATE_LAST_INSPECTION_STATE,FAC_DATE_LAST_FORMAL_ACT_EPA,FAC_DATE_LAST_FORMAL_ACT_ST,FAC_DATE_LAST_INFORMAL_ACT_EPA,FAC_DATE_LAST_INFORMAL_ACT_ST,FAC_FEDERAL_AGENCY,TRI_REPORTER,FAC_IMP_WATER_FLG,EJSCREEN_FLAG_US
110070445164,BOB WILEY DENTENTION FACILITY/COUNTY OF TULARE,36712 ROAD 112,VISALIA,CA,93291,TULARE,6107,9,N,,,,,36.361875,-119.325111,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000006204,Other,92214,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070445164,,92214,,,,,,,,,,N
110070663321,BUREAU OF PRISONS,535 N ALAMEDA ST,LOS ANGELES,CA,90012,LOS ANGELES,6037,9,N,,,,,34.063996,-118.244946,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000194728,Other,92119,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070663321,,92119,,,,,,,,,,N
110070451038,C D F,33015 BAUTISTA RD,HEMET,CA,92544,RIVERSIDE,6065,9,N,,,,,33.608763,-116.896963,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000215053,Other,336992,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070451038,,336992,,,,,,,,,,N
110070094412,CA DEPT CORRECTIONS MENS COLONY,HIGHWAY 1 NORTH,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO COUNTY,6079,9,N,,N,,,35.325289,-120.694556,CWA-IC-MN-N.png,,,34911,,18060006,,6079,93405,24,60790114001000,39.369,828.56,,Y,NNN,0,,,1,08/23/2017,0,,0,,,,0,0,No Violation Identified,N,____________,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,CAZ456847,Minor,On,,4952,,,1,,,,,,0,No Violation Identified,N,_____________,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070094412,4952,,,,,,,08/23/2017,,,,N
110041065058,CA ST OF DEPT OF CORRECTIONS,480          ALTA RD,SAN DIEGO,CA,92179,SAN DIEGO,6073,9,N,,Y,,Y,32.578749,-116.919016,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,"Jamul Indian Village of California - 8.9 mile(s), Sycuan Band of the Kumeyaay Nation - 13.3 mile(s), Sycuan Band of the Kumeyaay Nation - 14.1 mile(s), Ewiiaapaayp Band of Kumeyaay Indians, California - 20.9 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California - 21.6 mile(s), Capitan Grande Band of Diegueno Mission Indians of California (Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California; Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California) - 22.1 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California - 22.7 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California - 23.6 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California - 23.7 mile(s)",18070304,180703041004,6073,92154,51,60730100141014,71.714,321.42,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAD982437451,SQG,92214,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110041065058,,922140 92214,,,,,,,,,,N
110041065058,CA ST OF DEPT OF CORRECTIONS,480          ALTA RD,SAN DIEGO,CA,92179,SAN DIEGO,6073,9,N,,Y,,Y,32.578749,-116.919016,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,"Jamul Indian Village of California - 8.9 mile(s), Sycuan Band of the Kumeyaay Nation - 13.3 mile(s), Sycuan Band of the Kumeyaay Nation - 14.1 mile(s), Ewiiaapaayp Band of Kumeyaay Indians, California - 20.9 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California - 21.6 mile(s), Capitan Grande Band of Diegueno Mission Indians of California (Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California; Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California) - 22.1 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California - 22.7 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California - 23.6 mile(s), Capitan Grande Band of Diegueno Mission Indians of California: Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California - 23.7 mile(s)",18070304,180703041004,6073,92154,51,60730100141014,71.714,321.42,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAD982437451,SQG,92214,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110041065058,,922140 92214,,,,,,,,,,N
110002426376,CAL DEPT OF CORRECTIONS DELANO,2737 WEST CECIL AVENUE,DELANO,CA,93215,KERN,6029,9,N,,N,,Y,35.775835,-119.310382,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,150,,18030012,180300050605,6029,93215,21,60290046011000,87.273,668.57,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CA0000042143,SQG,,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110002426376,,922140,,,,,,,,,,N
110070453284,CAL FIRE,17140 MCADAMS CREEK RD,FORT JONES,CA,96032,SISKIYOU,6093,9,N,,,,,41.603566,-122.972136,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000230054,Other,92119,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070453284,,92119,,,,,,,,,,N
110070442823,CAL FIRE - BASELINE CONSERVATION CAMP,16809 NEW PEORIA FLAT,JAMESTOWN,CA,95327,TUOLUMNE,6109,9,N,,,,,37.942108,-120.426603,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000059137,Other,92216,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070442823,,92216,,,,,,,,,,N
110070444882,CAL FIRE - CHAMBERLAIN CREEK CC-CAL FIRE TECHNICAL SERVICES UNIT,15800 HIGHWAY 20,FORT BRAGG,CA,95437,MENDOCINO,6045,9,N,,,,,39.467842,-123.637081,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000095746,Other,11531,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070444882,,11531,,,,,,,,,,N
110049819791,CAL FIRE - ISHI CONSERVATION CAMP,,,CA,,TEHAMA,,,N,,,,,40.126156,-122.232276,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,1,06/04/2018,0,,0,,,,11,0,Violation Identified,N,VVVVVVVVVVVU,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA5210800,Non-Transient non-community system,1,,Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110049819791,,,,,,,,06/04/2018,,,,N
110016619266,CAL FIRE - MIRAMONTE CONSERVATION CAMP,49039 ORCHARD DR,MIRAMONTE,CA,93641,FRESNO,6019,9,N,,N,,Y,36.66319,-119.08483,SDWA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,Cold Springs Rancheria of Mono Indians of California - 24.7 mile(s),18030007,180300070701,6019,93641,4,60190064031071,23.136,28.11,,Y,NNN,0,,,0,04/07/2006,1,03/21/2018,0,,,,5,0,No Violation Identified,N,VVVVV______U,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA1010800,Community water system,,1,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110016619266,,,,,,03/21/2018,,04/07/2006,,,,N
110049819826,CAL FIRE - SALT CREEK CONSERVATION CAMP,,,CA,,TEHAMA,,,N,,,,,40.126156,-122.232276,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,0,10/25/2010,0,,0,,,,0,0,No Violation Identified,N,___________U,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA5210801,Non-Transient non-community system,,,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110049819826,,,,,,,,10/25/2010,,,,N
110049698010,CAL FIRE - SUGAR PINE CONSERVATION CAMP,,,CA,,SHASTA,,,N,,,,,40.760522,-122.04355,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,0,05/01/2004,0,,0,,,,0,0,No Violation Identified,N,___________U,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA4510800,Non-Transient non-community system,,,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110049698010,,,,,,,,05/01/2004,,,,N
110065357759,CAL FIRE - SUGAR PINE CONSERVATION CAMP,15905 SUGAR PINE CAMP RD,BELLA VISTA,CA,96008,SHASTA,6089,9,N,,N,,,40.740925,-122.091215,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,"Pit River Tribe, California (includes XL Ranch, Big Bend, Likely, Lookout, Montgomery Creek and Roaring Creek Rancherias) - 10.8 mile(s), Pit River Tribe, California (includes XL Ranch, Big Bend, Likely, Lookout, Montgomery Creek and Roaring Creek Rancherias) - 11 mile(s), Pit River Tribe, California (includes XL Ranch, Big Bend, Likely, Lookout, Montgomery Creek and Roaring Creek Rancherias) - 12.5 mile(s), Pit River Tribe, California (includes XL Ranch, Big Bend, Likely, Lookout, Montgomery Creek and Roaring Creek Rancherias) - 21.5 mile(s), Redding Rancheria, California - 22.1 mile(s)",18020118,180201520304,6089,96008,1,60890126011303,17.742,9.15,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000031660,Other,92216,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110065357759,,92216,,,,,,,,,,N
